Bölüm,KaynakURL,Tarih Tarih,Anket şirketi Anket şirketi,Örneklem Örneklem,CHP Unnamed: 3_level_1,AKP Unnamed: 4_level_1,İYİ Unnamed: 5_level_1,DEM Unnamed: 6_level_1,MHP Unnamed: 7_level_1,Diğerleri Diğerleri,Kararsız Kararsız,Fark Fark,İYİ Unnamed: 4_level_1,AKP Unnamed: 5_level_1,ZP Unnamed: 7_level_1,YRP Unnamed: 8_level_1,MHP Unnamed: 3_level_1,CHP Unnamed: 5_level_1,AKP Unnamed: 3_level_1,CHP Unnamed: 4_level_1,TİP Unnamed: 5_level_1,İYİ Unnamed: 6_level_1,DP Unnamed: 7_level_1,DEM Unnamed: 5_level_1,DEM Unnamed: 7_level_1,ZP Unnamed: 9_level_1,SP Unnamed: 4_level_1,ZP Unnamed: 6_level_1,YRP Unnamed: 5_level_1,BBP Unnamed: 6_level_1,DSP Unnamed: 4_level_1,TKP Unnamed: 6_level_1,TİP Unnamed: 7_level_1,SOL Unnamed: 8_level_1,BBP Unnamed: 4_level_1,DP Unnamed: 5_level_1,DEM Unnamed: 8_level_1,CHP Unnamed: 6_level_1,BBP Unnamed: 5_level_1,SP Unnamed: 5_level_1,TİP Unnamed: 4_level_1,DSP Unnamed: 6_level_1,YRP Unnamed: 4_level_1,MHP Unnamed: 5_level_1,MHP Unnamed: 4_level_1,YRP Unnamed: 7_level_1,ZP Unnamed: 8_level_1,HDP Unnamed: 8_level_1,HDP Unnamed: 3_level_1,İYİ Unnamed: 7_level_1,Bağ. Unnamed: 9_level_1,DEVA Unnamed: 7_level_1,YRP Unnamed: 6_level_1,İYİ Unnamed: 3_level_1,SP Unnamed: 7_level_1,GP Unnamed: 6_level_1,MHP Unnamed: 6_level_1,Unnamed: 10_level_0 Unnamed: 10_level_1,Unnamed: 11_level_0 Unnamed: 11_level_1,Unnamed: 12_level_0 Unnamed: 12_level_1,Unnamed: 13_level_0 Unnamed: 13_level_1,Unnamed: 14_level_0 Unnamed: 14_level_1,Unnamed: 9_level_0 Unnamed: 9_level_1,HÜDA Unnamed: 6_level_1,CHP Unnamed: 7_level_1,İYİ Unnamed: 8_level_1,HÜDA Unnamed: 9_level_1,İYİP Unnamed: 5_level_1,İYİP Unnamed: 4_level_1,MHP Unnamed: 8_level_1,Bağ. Unnamed: 7_level_1,DP Unnamed: 4_level_1,TİP Unnamed: 8_level_1,Fark Unnamed: 10_level_1,Bağ. Unnamed: 5_level_1,MP Unnamed: 8_level_1,ZP Unnamed: 5_level_1,İYİ Unnamed: 9_level_1,YRP Unnamed: 9_level_1,Bağ. Unnamed: 3_level_1
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,3.346,,,,,,47,—,23,63,,,,425.0,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-16 Mart,Aksoy,2.400,,,,,,31,—,127,34,,,,391.0,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,05,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-23 Mart,ALF,2.700,,,,,,54,—,85,65,,,,382.0,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-20 Mart,ORC,3.500,,,,,,44,8,45,48,,,,377.0,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,5-8 Mart,ASAL,1.500,,,,,,71,—,54,88,,,,426.0,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mart,MAK,2.220,,,,,,3,4,130,4,,,,41.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,7.597,,,,,,49,—,131,79,,,,482.0,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,2024,2024,2024,,,,2024.0,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,873.021,,,,,,93,—,147,38,,,,527.0,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ALF,1.4,,,,,,23,—,19,367,,,,,221,348,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.45,,,,,,35,75,18,333,,,,,242,315,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,2024,2024,2024,,,,,2024,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,98.775,,,,,,97,—,21,441,,,,,—,462,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-8 Mart,SONAR,1.327,273.0,,,,,42,,2,,,,,,,,,,,,,,15,,,,,,,,,,,76,,—,,,,,,275.0,,,,,91,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,,,,,2024,,2024,,,,,,,,,,,,,,2024,,,,,,,,,,,2024,,2024,,,,,,2024.0,,,,,2024,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,99.227,372.0,,,,,29,,14,,,,,,,,,,,,,,—,,,,,,,,,,,—,,231,,,,,,368.0,,,,,—,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-23 Mart,ALF,1.4,,,,,,16,—,45,376,,,,,242,331,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-20 Mart,ORC,1.5,,,,,,28,62,46,347,,,,,262,301,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,2024,2024,2024,,,,,2024,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manisa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,135.063,,,,,,1432,—,2,4283,,,,,—,4285,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,?,392.0,416,117,23,,52,—,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,486.0,321,—,—,,193,—,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.901,482.0,341,122,15,,4,—,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-15 Mart,ASAL,1.300,405.0,354,135,63,,43,—,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,427.0,384,109,—,,8,—,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.586,389.0,361,146,—,,104,—,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-6 Mart,MAK,1.620,37.0,31,16,3,,80,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mart,ORC,1.850,341.0,235,226,49,,45,104,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,2024,2024,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,603.862,36.0,284,—,—,,356,—,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29 Şubat-4 Mart,Optimar,2.0,,,8,19,,1,,1,,,,,,,481,471,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,2024,,2024,,2024,,,,,,,2024,2024,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,99.987,,,345,—,,4,,111,,,,,,,159,456,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,830.0,274.0,—,306,,,42,157,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024.0,2024.0,2024.0,2024.0,2024.0,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,94.895,477.0,444,61,,,18,—,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,750.0,305.0,211,322,,,32,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,2024.0,2024.0,2024.0,,2024.0,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,54.751,446.0,347,197,,,356,—,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Şub-3 Mar,ORC,1.016,367.0,292,131,,,46,164,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,2024.0,2024,2024,,,2024,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,2024.0,2024.0,2024.0,,2024.0,,,,,,,,,,,,,,,,,
Muğla,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,68.721,538.0,303,75,,,84,—,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-27 Mart,ORC,1.15,,,,,,16,—,17,351,,,,,,334,,,,,,,,,,,,,,,,,,,167,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-17 Mart,ALF,1.2,,,,,,13,97,14,332,,,,,,318,,,,,,,,,,,,,,,,,,,146,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-13 Mart,Paradigma,2.703,,,,,,66,—,38,121,,,,,,287,,,,,,,,,,,,,,,,,,,325,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Şubat,ORC,1.02,,,,,,46,101,16,309,,,,,,325,,,,,,,,,,,,,,,,,,,219,,,,,,–,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-4 Şubat,Üstün Danışmanlık,1.695,,,,,,77,—,11,164,,,,,,332,,,,,,,,,,,,,,,,,,,321,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,2024,2024,2024,,,,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uşak,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,130.429,,,,,,22,—,14,377,,,,,,391,,,,,,,,,,,,,,,,,,,103,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.217,,233,,,,78,—,403,,,,40,,,,,,,,636,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,—,14,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,199,,,,189,—,413,,,,—,,,,,,,,612,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,282,,,,58,—,316,,,,24,,,,,,,,598,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,—,38,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24 Şub-5 Mar,MAK,1.150,,29,,,,4,5,25,,,,2,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22 Şub-2 Mar,ASAL,1.415,,254,,,,52,—,344,,,,27,,,,,,,,598,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,36,33,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,2024,,,,2024,2024,2024,,,,2024,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,2024,2024,,,,,,,,,,,,,,,
Diyarbakır,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,779.593,,309,,,,62,—,320,,,,—,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,629,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,—,,,242,—,202,,,,—,,,48,,,,,,—,—,,,,,—,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.377,,,34,,,26,—,263,,,,106,,,495,,,,,,77,3,,,,,—,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-21 Mart,ASAL,1.500,,,36,,,28,—,308,,,,86,,,532,,,,,,6,34,,,,,—,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,—,,,7,—,351,,,,10,,,563,,,,,,55,—,,,,,—,,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-5 Mar,MAK,1.360,,,5,,,4,5,32,,,,3,,,52,,,,,,8,3,,,,,—,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-27 Ocak,ORC,1.960,,,43,,,28,122,298,,,,25,,,509,,,,,,62,—,,,,,—,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,2024,,,2024,2024,2024,,,,2024,,,2024,,,,,,2024,2024,,,,,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,917.080,,,164,,,35,—,277,,,,—,,,539,,,,,,—,—,,,,,262,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.62,,,37,45,,55,—,31,,,,,,,326,357,,,,,,,,,,,,,,,,,,,,,,,,,,155,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,2024,,2024,2024,2024,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaziantep,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,334.364,,,109,—,,35,—,277,,,,,,,536,281,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,213,,,,219,—,355,,,,,,—,,,,—,,,,,,,,,,,,,,,568,,,,,,,,,—,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.307,,268,,,,42,—,338,,,,,,16,,,,—,,,,,,,,,,,,,,,606,,,,,,,,,68,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,391,,,,95,—,123,,,,,,—,,,,—,,,,,,,,,,,,,,,514,,,,,,,,,—,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-6 Mar,MAK,1.080,,42,,,,4,5,3,,,,,,2,,,,1,,,,,,,,,,,,,,,45,,,,,,,,,—,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,2024,,,,2024,2024,2024,,,,,,2024,,,,2024,,,,,,,,,,,,,,,2024,,,,,,,,,2024,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mardin,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,371.334,,385,,,,24,—,177,,,,,,18,,,,11,,,,,,,,,,,,,,,—,,,,,,,,,—,,,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,—,,337,—,59,,,,,,,361,,,,,,,,—,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,—,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.776,,,,278,,46,—,73,,,,,,,369,,,,,,,,—,,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,—,—,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,SAROS,2.328,,,,278,,34,—,129,,,,,,,407,,,,,,,,—,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,38,—,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-21 Mart,ASAL,1.500,,,,226,,22,—,46,,,,,,,366,,,,,,,,—,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,—,34,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,223,,56,—,17,,,,,,,369,,,,,,,,—,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,—,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-6 Mart,MAK,2.420,,,,24,,3,4,3,,,,,,,32,,,,,,,,1,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,—,,,,,,,,,,,,,
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,2024,,2024,2024,2024,,,,,,,2024,,,,,,,,2024,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,2024,2024,,,,,,,,,,,,,
