İl,Kaynak_URL,Tarih,Anket_Şirketi,Örneklem,AKP,CHP,İYİ,MHP,HDP,Kararsız,DEM,Fark
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-27 Mart,TÜSİAR,3.317,415.0,423.0,,,49.0,,8.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-27 Mart,ASAL,3.0,433.0,401.0,,,42.0,,32.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-26 Mart,Algoritma,2.4,482.0,381.0,,,3.0,,101.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-26 Mart,Metropoll,2.1,486.0,37.0,,,15.0,,116.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-26 Mart,Ser-Ar,2.024,491.0,377.0,,,1.0,,114.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-26 Mart,Area,3.038,428.0,40.0,,,3.0,,28.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-26 Mart,ALF,4.2,419.0,391.0,,,35.0,,28.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-26 Mart,SAROS,5.012,441.0,413.0,,,19.0,,28.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,462.0,391.0,,,147.0,,71.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Mart,ADAMOR,2.593,386.0,371.0,,,18.0,,15.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,PanoramaTr,,447.0,375.0,,,36.0,,72.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-20 Mart,Optimar,3.0,432.0,436.0,,,22.0,,4.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-18 Mart,Yöneylem,2.394,445.0,403.0,,,13.0,,42.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,Metropoll,1.663,392.0,304.0,,,31.0,181.0,88.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,Pollstar,4.7,425.0,401.0,,,68.0,,24.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-17 Mart,Gezici,5.868,416.0,423.0,,,28.0,,7.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-17 Mart,ASPAM,4.5,412.0,433.0,,,18.0,,21.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,2.5,436.0,427.0,,,95.0,,9.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-13 Mart,KODAR,7.554,427.0,434.0,,,49.0,,7.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,4-8 Mart,Artıbir,2.0,382.0,357.0,,,45.0,103.0,25.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-5 Mart,Ser-Ar,2.6,431.0,394.0,,,17.0,,37.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-4 Mar,ALF,4.4,378.0,369.0,,,31.0,52.0,9.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-3 Mart,KONDA,2.489,461.0,388.0,,,151.0,,73.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-3 Mar,MAK,5.7,415.0,40.0,,,5.0,,15.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.4,403.0,381.0,,,13.0,57.0,22.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.1,423.0,406.0,,,24.0,,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-27 Şubat,SAROS,2.127,454.0,402.0,,,29.0,,52.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-27 Şubat,ASAL,2.0,419.0,408.0,,,38.0,,11.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-24 Şubat,Özdemir,2.004,425.0,37.0,,,26.0,,55.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-24 Şubat,Optimar,3.0,42.0,424.0,,,23.0,,4.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-22 Şubat,Metropoll,1.664,435.0,402.0,,,23.0,,33.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-21 Şubat,TÜSİAR,3.515,403.0,417.0,,,62.0,,15.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-12 Şubat,ORC,3.92,365.0,377.0,,,17.0,71.0,12.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-3 Şubat,HBS,2.12,443.0,431.0,,,17.0,,12.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,30 Oca-1 Şuba,Özdemir,2.0,415.0,433.0,,,15.0,,11.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,Gezici,,435.0,441.0,,,12.0,,6.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,Pi-Ar,,329.0,317.0,,,44.0,69.0,12.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,,419.0,413.0,,,55.0,,6.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,HBS,2.925,369.0,383.0,,,16.0,93.0,14.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,,411.0,406.0,,,35.0,,5.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,Optimar,,391.0,377.0,,,9.0,,14.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Ocak,MEDAR,3.018,404.0,407.0,,,63.0,,3.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-19 Ocak,Optimar,2.205,463.0,421.0,,,59.0,57.0,42.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Ocak,ORC,2.95,389.0,372.0,,,23.0,115.0,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-15 Ocak,MetroPOLL,1.565,416.0,38.0,,,,119.0,36.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,9-12 Ocak,ASAL,2.5,364.0,328.0,,,34.0,162.0,36.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-9 Ocak,Yöneylem,2.4,391.0,329.0,,,29.0,97.0,62.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-5 Ocak,TÜSİAR,3.812,464.0,48.0,,,,56.0,16.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Ocak,HBS,,421.0,432.0,,,55.0,,11.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Aralık,SONAR,,411.0,396.0,,,113.0,,15.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25 Ara-3 Oca,ORC,5.1,408.0,402.0,,,,19.0,6.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-13 Temmuz,HBS,3.9,401.0,424.0,,,74.0,,23.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2-9 Temmuz,ASAL,2.056,387.0,406.0,,,110.0,,19.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-6 Haziran,Argetus,6.012,429.0,485.0,,,36.0,,56.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023.0,2023.0,2023.0,,,2023.0,2023.0,2023.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Haziran 2019,Yenilenen seçim,,542.0,45.0,,,3.0,,92.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,,487.0,486.0,,,15.0,,1.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,1.55,295.0,265.0,267.0,,69.0,,28.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ORC,1.39,292.0,278.0,206.0,,55.0,169.0,14.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-28 Şub,ALF,1.38,326.0,295.0,171.0,,51.0,157.0,31.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,251.92,513.0,451.0,,,36.0,,62.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,ORC,1.65,601.0,,138.0,,55.0,,45.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,110.665,73.0,163.0,7.0,,37.0,,567.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-23 Mart,ALF,1.8,328.0,264.0,,,39.0,,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-19 Mart,ORC,1.6,305.0,235.0,,,29.0,10.0,12.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,190.51,563.0,415.0,,,22.0,,43.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.246,,,85.0,,47.0,,189.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,130.679,,,,,63.0,,59.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.821,492.0,401.0,,,27.0,,91.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,144.929,503.0,474.0,,,23.0,,29.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,Özdemir,1.931,,,,,22.0,,272.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,245.931,,,,,173.0,,481.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-28 Mart,ORC,2.0,357.0,342.0,163.0,,53.0,,15.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ORC,1.9,352.0,397.0,38.0,,59.0,154.0,45.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,441.451,515.0,459.0,,,26.0,,43.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,ORC,1.69,,,179.0,,7.0,,176.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ORC,1.25,,,121.0,,27.0,7.0,152.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-9 Mart,Özdemir,3.933,,,89.0,,32.0,,47.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-29 Şubat,ALF,1.55,,,115.0,,61.0,92.0,84.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,228.734,,,,,35.0,,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-1 Mar,ALF,1.31,,,65.0,,47.0,148.0,95.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Şub,İstanbul Enstitüsü,2.05,,,45.0,,53.0,77.0,5.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,214.923,,,44.0,,66.0,,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29 Mart,Özdemir,2.251,,,,,44.0,,156.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,275.04,,,,,56.0,,189.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Mart,ALF,1.85,,,,,47.0,,233.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,166.275,,,,,93.0,,167.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ORC,1.6,442.0,196.0,48.0,,29.0,72.0,246.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26 Şub-2 Mar,ALF,1.7,477.0,159.0,48.0,,44.0,71.0,276.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,305.823,659.0,195.0,126.0,,2.0,,464.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.714,,,52.0,58.0,26.0,,329.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,3.626,,,52.0,67.0,4.0,,299.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,249.572,,,31.1,,15.5,,233.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-24 Mart,ALF,2.0,355.0,,,,69.0,,63.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,298.588,527.0,,,,45.0,,99.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-27 Mart,ORC,1.78,,,157.0,,64.0,,203.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,3.611,,,7.0,,16.0,,234.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,398.21,,,,,41.0,,135.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,2.968,345.0,268.0,,,33.0,,77.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-17 Mart,ORC,1.2,262.0,315.0,,,29.0,92.0,53.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,205.145,559.0,414.0,,,27.0,,145.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-23 Mart,ALF,1.65,,,214.0,,59.0,,133.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,146.925,,,,,33.0,,43.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,ORC,1.9,,,112.0,65.0,5.0,,171.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,395.585,,,,,8.0,,17.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-28 Mart,ORC,1.83,,,115.0,,22.0,,66.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-18 Mart,Ank-Ar,2.755,,,44.0,,6.0,,19.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,,,,38.0,,31.0,,103.0,
İstanbul,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,330.179,,,,,62.0,,28.0,
Kırklareli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-26 Ocak,Parametre,1.6,,,,,116.0,81.0,33.0,
Kırklareli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,45.645,,,,,44.0,,5.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.5,,,,,42.0,,308.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,189.0,,73.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,3.608,,,,,87.0,,245.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22 Şub-4 Mar,MAK,1.51,,,,,8.0,5.0,26.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,SONAR,4.318,,,,,3.0,,253.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,18-26 Şubat,ASAL,1.385,,,,,50.0,,227.0,
Kocaeli,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,,,,,,119.0,,229.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,GENAR,,,,,,106.0,,379.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,,,,,329.0,,265.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,1.73,,,,,136.0,,411.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,,,,,138.0,,345.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,6-11 Mart,ASAL,1.2,,,,,113.0,,349.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25 Şub-6 Mar,MAK,1.56,,,,,8.0,,40.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,594.535,,,,,74.0,,374.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,3.66,,,,,25.0,,334.0,
Sakarya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,152.962,,,,,63.0,,323.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,,47.0,365.0,,,165.0,,105.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.728,44.0,431.0,48.0,23.0,58.0,,9.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.5,454.0,359.0,,57.0,13.0,,95.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,3-7 Mart,ASAL,1.6,435.0,364.0,65.0,42.0,94.0,,71.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-6 Mar,MAK,1.7,44.0,37.0,3.0,2.0,8.0,5.0,7.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-21 Ocak,NOKTA,9.836,341.0,286.0,103.0,59.0,199.0,12.0,55.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,621.778,512.0,438.0,,,5.0,,74.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-9 Mart,BETİMAR,2.751,,,,,5.0,,55.0,
Tekirdağ,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,65.888,,,,,5.0,,128.0,
Yalova,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-26 Ocak,ALF,1.105,367.0,404.0,,,95.0,134.0,37.0,
Yalova,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,62.776,459.0,449.0,,,92.0,,1.0,
